School Type,Campus Name,District Name,Total Score,Overall Grade,County Name,NCESSCH,LAT,LONG,ZIP
ELEMENTARY,BIG SANDY EL,BIG SANDY ISD,53.3,B-,UPSHUR,481014000469,32.58673,-95.111058,75755
HIGH,BIG SANDY H S,BIG SANDY ISD,42.1,D,UPSHUR,481014000470,32.588398,-95.111126,75755
MIDDLE,BIG SANDY J H,BIG SANDY ISD,42.5,C+,UPSHUR,481014007089,32.587468,-95.111093,75755
ELEMENTARY,BIG SANDY SCHOOL,BIG SANDY ISD,39.7,D+,POLK,481017000472,30.628109,-94.632616,77332
HIGH,BIG SANDY SCHOOL,BIG SANDY ISD,60,B,POLK,481017000472,30.628109,-94.632616,77332
MIDDLE,BIG SANDY SCHOOL,BIG SANDY ISD,41.7,C,POLK,481017000472,30.628109,-94.632616,77332
HIGH,BIG SPRING H S,BIG SPRING ISD,34.8,F,HOWARD,481020000474,32.246917,-101.465992,79720
ELEMENTARY,BIG SPRING INT,BIG SPRING ISD,21.7,F,HOWARD,481020013082,32.236764,-101.46404,79720
MIDDLE,BIG SPRING J H,BIG SPRING ISD,21.7,F,HOWARD,481020008303,32.251836,-101.467547,79721
ELEMENTARY,BIG SPRINGS EL,RICHARDSON ISD,65.9,A-,DALLAS,483702004125,32.973896,-96.678675,75044
ELEMENTARY,BILL BROWN EL,COMAL ISD,63.2,B+,COMAL,481473021192,29.798975,-98.42444,78070
ELEMENTARY,BILL BURDEN EL,LIBERTY HILL ISD,51.2,B-,WILLIAMSON,482742011376,30.66125,-97.889127,78642
ELEMENTARY,BILL CHILDRESS EL,CANUTILLO ISD,49.7,C+,EL PASO,481278007274,31.944923,-106.596988,79821
ELEMENTARY,BILL HASSE EL,ALVIN ISD,38.5,D+,BRAZORIA,480809000135,29.41722,-95.231831,77511
ELEMENTARY,BILL J ELLIOTT EL,FORT WORTH ISD,41.5,C-,TARRANT,481970006549,32.742166,-97.181611,76120
ELEMENTARY,BILL SYBERT SCHOOL,SOCORRO ISD,50.7,B-,EL PASO,484071009234,31.790567,-106.292102,79936
MIDDLE,BILL SYBERT SCHOOL,SOCORRO ISD,52.6,B,EL PASO,484071009234,31.790567,-106.292102,79936
ELEMENTARY,BILLIE STEVENSON EL,ROCKWALL ISD,62,B+,ROCKWALL,483765013047,32.947873,-96.392588,75087
MIDDLE,BILLY BAINES MIDDLE,FORT BEND ISD,54.9,B+,FORT BEND,481965010671,29.513085,-95.53405,77459
MIDDLE,BILLY EARL DADE MIDDLE,DALLAS ISD,28.8,D-,DALLAS,481623011195,32.771385,-96.770468,75215
ELEMENTARY,BIRCH EL,PINE TREE ISD,41.8,C-,GREGG,483498013448,32.522337,-94.809012,75604
ELEMENTARY,BIRDIE ALEXANDER EL,DALLAS ISD,34.7,D,DALLAS,481623001207,32.656409,-96.847861,75232
ELEMENTARY,BIRDVILLE EL,BIRDVILLE ISD,36.4,D,TARRANT,481023000484,32.805933,-97.256425,76117
HIGH,BIRDVILLE H S,BIRDVILLE ISD,61.6,B,TARRANT,481023008368,32.861039,-97.19123,76180
ELEMENTARY,BIRDWELL EL,TYLER ISD,56.9,B,SMITH,484347004928,32.328072,-95.309899,75701
ELEMENTARY,BIRKES EL,CYPRESS-FAIRBANKS ISD,69.7,A,HARRIS,481611009619,29.904627,-95.668652,77095
ELEMENTARY,BIRNHAM WOODS EL,CONROE ISD,66.3,A-,MONTGOMERY,481500012003,30.14256,-95.384881,77386
ELEMENTARY,BISHOP EL,BISHOP CISD,55.8,B,NUECES,481026000509,27.581778,-97.793878,78343
ELEMENTARY,BISHOP EL,EVERMAN ISD,46,C,TARRANT,481026000509,27.581778,-97.793878,78343
HIGH,BISHOP H S,BISHOP CISD,52.6,C+,NUECES,481026000507,27.580514,-97.788632,78343
ELEMENTARY,BIVINS EL,AMARILLO ISD,52.2,B-,POTTER,480813000146,35.198966,-101.860305,79102
ELEMENTARY,BLACK EL,CYPRESS-FAIRBANKS ISD,58.1,B,HARRIS,480771006639,29.929512,-95.404699,77060
ELEMENTARY,BLACK EL,ALDINE ISD,37.5,D+,HARRIS,480771006639,29.929512,-95.404699,77060
ELEMENTARY,BLACK EL,MESQUITE ISD,35,D,DALLAS,480771006639,29.929512,-95.404699,77060
MIDDLE,BLACK MIDDLE,HOUSTON ISD,55.5,B+,HARRIS,482364002400,29.828626,-95.439907,77018
ELEMENTARY,BLACKBURN EL,FORNEY ISD,51.4,B-,KAUFMAN,481956010869,32.745183,-96.410799,75126
ELEMENTARY,BLACKLAND PRAIRIE EL,ROUND ROCK ISD,64.8,B+,WILLIAMSON,483808009102,30.49905,-97.622666,78664
ELEMENTARY,BLACKSHEAR EL,AUSTIN ISD,54.3,B,TRAVIS,480894000300,30.267237,-97.722184,78702
ELEMENTARY,BLACKSHEAR EL,KLEIN ISD,44.5,C,HARRIS,480894000300,30.267237,-97.722184,78702
ELEMENTARY,BLACKSHEAR EL,HOUSTON ISD,31.1,D-,HARRIS,480894000300,30.267237,-97.722184,78702
ELEMENTARY,BLACKWELL SCHOOL,BLACKWELL CISD,45.4,C,NOLAN,480000500513,32.091386,-100.323999,79506
HIGH,BLACKWELL SCHOOL,BLACKWELL CISD,62.5,B,NOLAN,480000500513,32.091386,-100.323999,79506
MIDDLE,BLACKWELL SCHOOL,BLACKWELL CISD,47.1,B-,NOLAN,480000500513,32.091386,-100.323999,79506
ELEMENTARY,BLAIR EL,CARROLLTON-FARMERS BRANCH ISD,42.7,C-,DALLAS,481305009191,32.938195,-96.880657,75234
ELEMENTARY,BLAKE MANOR EL,MANOR ISD,44.4,C,TRAVIS,482889011359,30.308949,-97.533178,78653
MIDDLE,BLALACK MIDDLE,CARROLLTON-FARMERS BRANCH ISD,57,B+,DALLAS,481305006230,33.003596,-96.897185,75007
ELEMENTARY,BLANCA E SANCHEZ,MCALLEN ISD,63.1,B+,HIDALGO,482967011472,26.283173,-98.241818,78504
ELEMENTARY,BLANCHE DODD INT,KRUM ISD,45.3,C,DENTON,482598006736,33.260153,-97.226193,76249
ELEMENTARY,BLANCHETTE EL,BEAUMONT ISD,14.8,F,JEFFERSON,480967012437,30.046,-94.111,77705
ELEMENTARY,BLANCO EL,BLANCO ISD,53.2,B-,BLANCO,481032000514,30.105346,-98.421757,78606
HIGH,BLANCO H S,BLANCO ISD,44.2,D+,BLANCO,481032000515,30.099655,-98.431324,78606
MIDDLE,BLANCO MIDDLE,BLANCO ISD,51.1,B,BLANCO,481032000419,30.106422,-98.430272,78606
ELEMENTARY,BLANCO VISTA EL,HAYS CISD,45.2,C,HAYS,480001010808,29.946645,-97.896218,78666
ELEMENTARY,BLAND EL,BLAND ISD,55.2,B,HUNT,481035000516,33.220214,-96.270487,75423
HIGH,BLAND H S,BLAND ISD,59.5,B,HUNT,481035000517,33.209485,-96.295191,75458
MIDDLE,BLAND MIDDLE,BLAND ISD,52.3,B,HUNT,481035007661,33.220214,-96.270487,75423
ELEMENTARY,BLANKET SCHOOL,BLANKET ISD,29.8,F,BROWN,481038005661,31.821338,-98.791987,76432
HIGH,BLANKET SCHOOL,BLANKET ISD,61.4,B,BROWN,481038005661,31.821338,-98.791987,76432
MIDDLE,BLANKET SCHOOL,BLANKET ISD,31.7,D,BROWN,481038005661,31.821338,-98.791987,76432
ELEMENTARY,BLANTON EL,CARROLLTON-FARMERS BRANCH ISD,58.9,B+,DALLAS,480870000236,32.714487,-97.09867,76010
ELEMENTARY,BLANTON EL,DENTON ISD,51.6,B-,DENTON,480870000236,32.714487,-97.09867,76010
ELEMENTARY,BLANTON EL,AUSTIN ISD,48.6,C+,TRAVIS,480870000236,32.714487,-97.09867,76010
ELEMENTARY,BLANTON EL,ECTOR COUNTY ISD,44.7,C,ECTOR,480870000236,32.714487,-97.09867,76010
ELEMENTARY,BLANTON EL,ARLINGTON ISD,40.5,C-,TARRANT,480870000236,32.714487,-97.09867,76010
ELEMENTARY,BLASCHKE/SHELDON EL,INGLESIDE ISD,43.2,C,SAN PATRICIO,482418005509,27.875675,-97.21473,78362
ELEMENTARY,BLATTMAN EL,NORTHSIDE ISD,69.5,A,BEXAR,483312009470,29.599004,-98.543373,78231
ELEMENTARY,BLAZIER EL,AUSTIN ISD,53.7,B-,TRAVIS,480894011062,30.154658,-97.751587,78744
ELEMENTARY,BLEDSOE EL,FRISCO ISD,74.3,A+,COLLIN,482001010499,33.130053,-96.873612,75034
ELEMENTARY,BLESSING EL,TIDEHAVEN ISD,38.7,D+,MATAGORDA,484281004881,28.870767,-96.21039,77419
MIDDLE,BLEYL MIDDLE,CYPRESS-FAIRBANKS ISD,52.8,B,HARRIS,481611001180,29.962627,-95.581035,77070
ELEMENTARY,BLISS EL,EL PASO ISD,45.2,C,EL PASO,481830001666,31.816464,-106.438701,79906
ELEMENTARY,BLOCK HOUSE CREEK EL,LEANDER ISD,54,B-,WILLIAMSON,482703006289,30.540486,-97.831813,78641
MIDDLE,BLOCKER MIDDLE,TEXAS CITY ISD,44.7,C+,GALVESTON,484251004858,29.39387,-94.92197,77591
ELEMENTARY,BLOOMBURG EL,BLOOMBURG ISD,36,D,CASS,481044000522,33.135195,-94.062365,75556
HIGH,BLOOMBURG H S,BLOOMBURG ISD,48,C-,CASS,481044000523,33.135195,-94.062365,75556
MIDDLE,BLOOMBURG H S,BLOOMBURG ISD,13.6,F,CASS,481044000523,33.135195,-94.062365,75556
ELEMENTARY,BLOOMING GROVE EL,BLOOMING GROVE ISD,39.7,D+,NAVARRO,481047000524,32.096163,-96.724213,76626
HIGH,BLOOMING GROVE H S,BLOOMING GROVE ISD,58.9,B-,NAVARRO,481047000525,32.087795,-96.713607,76626
MIDDLE,BLOOMING GROVE JH,BLOOMING GROVE ISD,30.4,D,NAVARRO,481047007080,32.088392,-96.714287,76626
ELEMENTARY,BLOOMINGTON EL,BLOOMINGTON ISD,19.2,F,VICTORIA,481050000526,28.650358,-96.890222,77951
HIGH,BLOOMINGTON H S,BLOOMINGTON ISD,33.5,F,VICTORIA,481050000527,28.671593,-96.85471,77951
MIDDLE,BLOOMINGTON J H,BLOOMINGTON ISD,31.3,D,VICTORIA,481050007744,28.671593,-96.85471,77951
ELEMENTARY,BLOSSOM EL,PRAIRILAND ISD,50.4,B-,LAMAR,483574004045,33.659032,-95.385869,75416
ELEMENTARY,BLUE HAZE EL,WHITE SETTLEMENT ISD,52.1,B-,TARRANT,484554006628,32.750995,-97.501771,76108
ELEMENTARY,BLUE RIDGE EL,BLUE RIDGE ISD,58.8,B+,COLLIN,481059000530,33.304237,-96.404758,75424
ELEMENTARY,BLUE RIDGE EL,FORT BEND ISD,25.4,F,FORT BEND,481059000530,33.304237,-96.404758,75424
HIGH,BLUE RIDGE H S,BLUE RIDGE ISD,54.8,C+,COLLIN,481059000531,33.308533,-96.404392,75424
MIDDLE,BLUE RIDGE MIDDLE,BLUE RIDGE ISD,45.9,B-,COLLIN,481059000435,33.305301,-96.403772,75424
ELEMENTARY,BLUEBONNET EL,LEWISVILLE ISD,77.1,A+,DENTON,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET EL,KELLER ISD,51.7,B-,TARRANT,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET EL,HEREFORD ISD,47.5,C+,DEAF SMITH,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET EL,BASTROP ISD,41.9,C-,BASTROP,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET EL,ROUND ROCK ISD,34.9,D,WILLIAMSON,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET EL,LOCKHART ISD,33.1,D-,CALDWELL,480957010390,30.132427,-97.4301,78602
ELEMENTARY,BLUEBONNET TRAIL EL,MANOR ISD,43.6,C,TRAVIS,482889005491,30.351549,-97.618503,78754
ELEMENTARY,BLUFF DALE EL,BLUFF DALE ISD,38.8,D+,ERATH,481062000532,32.349935,-98.02405,76433
MIDDLE,BLUFF DALE EL,BLUFF DALE ISD,40.4,C,ERATH,481062000532,32.349935,-98.02405,76433
ELEMENTARY,BLUM ISD,BLUM ISD,47.9,C+,HILL,481065000534,32.138294,-97.397324,76627
HIGH,BLUM ISD,BLUM ISD,65.1,B+,HILL,481065000534,32.138294,-97.397324,76627
MIDDLE,BLUM ISD,BLUM ISD,49.8,B,HILL,481065000534,32.138294,-97.397324,76627
ELEMENTARY,BOALS EL,FRISCO ISD,63.9,B+,COLLIN,482001009636,33.1875,-96.873154,75034
ELEMENTARY,BOB HOPE EL,SOUTHWEST ISD,48.2,C+,BEXAR,484095004657,29.322083,-98.555528,78211
HIGH,BOB HOPE SCHOOL,BOB HOPE SCHOOL,68.1,B+,JEFFERSON,480141012450,29.915024,-93.931754,77642
MIDDLE,BOB HOPE SCHOOL,BOB HOPE SCHOOL,48.7,B-,JEFFERSON,480141012450,29.915024,-93.931754,77642
ELEMENTARY,BOBBY SHAW MIDDLE,PASADENA ISD,33,D-,HARRIS,483432010785,29.689219,-95.196343,77502
HIGH,BOERNE - SAMUEL V CHAMPION H S,BOERNE ISD,75.3,A,KENDALL,481071012014,29.78456,-98.702971,78006
HIGH,BOERNE H S,BOERNE ISD,69.5,B+,KENDALL,481071000535,29.799156,-98.710688,78006
MIDDLE,BOERNE MIDDLE NORTH,BOERNE ISD,60,A-,KENDALL,481071000537,29.796109,-98.736487,78006
MIDDLE,BOERNE MIDDLE SOUTH,BOERNE ISD,66.9,A,KENDALL,481071008859,29.760008,-98.703491,78006
ELEMENTARY,BOGGESS EL,PLANO ISD,64.5,B+,COLLIN,483510009170,33.020753,-96.615953,75094
ELEMENTARY,BOLDT EL,NORTHSIDE ISD,57.4,B,BEXAR,483312012989,29.435036,-98.795041,78253
ELEMENTARY,BOLES EL,BOLES ISD,45.8,C,HUNT,481074000539,32.946302,-96.102092,75474
HIGH,BOLES H S,BOLES ISD,64.4,B+,HUNT,481074000540,32.946735,-96.100295,75474
MIDDLE,BOLES J H,ARLINGTON ISD,52.4,B,TARRANT,480870006352,32.657263,-97.169868,76017
MIDDLE,BOLES MIDDLE,BOLES ISD,45.4,B-,HUNT,481074009311,32.946408,-96.101437,75474
ELEMENTARY,BOLIN EL,ALLEN ISD,63.2,B+,COLLIN,480789008725,33.081119,-96.638347,75002
HIGH,BOLING H S,BOLING ISD,51.9,C,WHARTON,481078000541,29.264339,-95.939722,77420
MIDDLE,BONDY INT,PASADENA ISD,55.5,B+,HARRIS,483432004691,29.64466,-95.163657,77505
ELEMENTARY,BONHAM ACADEMY,SAN ANTONIO ISD,39.3,D+,BEXAR,483873004326,29.414121,-98.489568,78205
MIDDLE,BONHAM ACADEMY,SAN ANTONIO ISD,41.2,C,BEXAR,483873004326,29.414121,-98.489568,78205
ELEMENTARY,BONHAM EL,MIDLAND ISD,49.4,C+,MIDLAND,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,SAN ANGELO ISD,49.3,C+,TOM GREEN,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,MCALLEN ISD,47.5,C+,HIDALGO,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,BRYAN ISD,45,C,BRAZOS,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,EL PASO ISD,43.3,C,EL PASO,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,HOUSTON ISD,38.7,D+,HARRIS,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,HARLINGEN CISD,37.5,D+,CAMERON,480744000013,32.443142,-99.777798,79605
ELEMENTARY,BONHAM EL,ABILENE ISD,33.3,D-,TAYLOR,480744000013,32.443142,-99.777798,79605
HIGH,BONHAM H S,BONHAM ISD,44.1,D+,FANNIN,481080000545,33.591442,-96.190212,75418
MIDDLE,BONHAM MIDDLE,AMARILLO ISD,61.4,A-,POTTER,480813000147,35.157194,-101.896103,79109
MIDDLE,BONHAM MIDDLE,TEMPLE ISD,37.1,C-,BELL,480813000147,35.157194,-101.896103,79109
MIDDLE,BONHAM MIDDLE,ECTOR COUNTY ISD,20.3,F,ECTOR,480813000147,35.157194,-101.896103,79109
ELEMENTARY,BONNER EL,TYLER ISD,41.5,C-,SMITH,482364002403,29.676505,-95.260154,77017
ELEMENTARY,BONNER EL,HOUSTON ISD,39.3,D+,HARRIS,482364002403,29.676505,-95.260154,77017
MIDDLE,BONNETTE J H,DEER PARK ISD,39.3,C,HARRIS,481653001410,29.680809,-95.134408,77536
ELEMENTARY,BONNIE BRAE,FORT WORTH ISD,55.9,B,TARRANT,481970009620,32.79681,-97.295471,76111
ELEMENTARY,BONNIE HOLLAND EL,KATY ISD,68.7,A,HARRIS,482517011840,29.707159,-95.786277,77449
ELEMENTARY,BONNIE L GARCIA EL,UNITED ISD,59.5,B+,WEBB,484365011083,27.483002,-99.437127,78046
HIGH,BOOKER JH/H S,BOOKER ISD,54.8,C+,LIPSCOMB,481083000550,36.448339,-100.53884,79005
MIDDLE,BOOKER JH/H S,BOOKER ISD,52.9,B,LIPSCOMB,481083000550,36.448339,-100.53884,79005
ELEMENTARY,BOOKER T WASHINGTON EL,WICHITA FALLS ISD,26.8,F,WICHITA,481836001727,30.341806,-97.365416,78621
ELEMENTARY,BOOKER T WASHINGTON EL,ELGIN ISD,25.9,F,BASTROP,481836001727,30.341806,-97.365416,78621
HIGH,BOOKER T WASHINGTON SPVA MAGNET,DALLAS ISD,86.9,A+,DALLAS,481623001242,32.791292,-96.796603,75224
ELEMENTARY,BOONE EL,AUSTIN ISD,53.3,B-,TRAVIS,480783000106,29.67713,-95.578423,77099
ELEMENTARY,BOONE EL,NORTHSIDE ISD,39.5,D+,BEXAR,480783000106,29.67713,-95.578423,77099
ELEMENTARY,BOONE EL,ALIEF ISD,34.8,D,HARRIS,480783000106,29.67713,-95.578423,77099
ELEMENTARY,BORCHARDT EL,FRISCO ISD,73.4,A+,COLLIN,482001008485,33.102608,-96.776623,75024
ELEMENTARY,BORDEN COUNTY SCHOOL,BORDEN COUNTY ISD,60.1,B+,BORDEN,481086000552,32.776113,-101.44963,79738
HIGH,BORDEN COUNTY SCHOOL,BORDEN COUNTY ISD,79,A,BORDEN,481086000552,32.776113,-101.44963,79738
MIDDLE,BORDEN COUNTY SCHOOL,BORDEN COUNTY ISD,61.7,A-,BORDEN,481086000552,32.776113,-101.44963,79738
HIGH,BORGER H S,BORGER ISD,42,D,HUTCHINSON,481089000553,35.665825,-101.397093,79007
ELEMENTARY,BORGER INT,BORGER ISD,34.4,D,HUTCHINSON,481089011286,35.650917,-101.391429,79007
MIDDLE,BORGER MIDDLE,BORGER ISD,46.4,B-,HUTCHINSON,481089000554,35.650779,-101.391422,79007
ELEMENTARY,BORMAN EL,DENTON ISD,45.8,C,DENTON,481674001445,33.190122,-97.145922,76205
ELEMENTARY,BOSQUEVILLE EL,BOSQUEVILLE ISD,53,B-,MCLENNAN,481091007693,31.618047,-97.194707,76708
HIGH,BOSQUEVILLE H S,BOSQUEVILLE ISD,62.3,B,MCLENNAN,481091006073,31.617845,-97.19607,76708
MIDDLE,BOSQUEVILLE MIDDLE,BOSQUEVILLE ISD,54,B+,MCLENNAN,481091012988,31.61776,-97.196116,76708
HIGH,BOSWELL H S,EAGLE MT-SAGINAW ISD,54.3,C+,TARRANT,481770001531,32.879886,-97.413797,76179
MIDDLE,BOUDE STOREY MIDDLE,DALLAS ISD,25.5,D-,DALLAS,481623001366,32.708694,-96.812418,75216
MIDDLE,BOULTER MIDDLE,TYLER ISD,28.5,D-,SMITH,484347004930,32.364048,-95.336303,75702
ELEMENTARY,BOVINA EL,BOVINA ISD,26.3,F,PARMER,481095000558,34.513905,-102.889573,79009
HIGH,BOVINA H S,BOVINA ISD,37.6,D-,PARMER,481095000559,34.513577,-102.889109,79009
MIDDLE,BOVINA MIDDLE,BOVINA ISD,40,C,PARMER,481095005161,34.514259,-102.889901,79009
ELEMENTARY,BOWDEN ACADEMY,SAN ANTONIO ISD,31.2,D-,BEXAR,483873004327,29.432055,-98.469971,78202
MIDDLE,BOWDEN ACADEMY,SAN ANTONIO ISD,34.1,D+,BEXAR,483873004327,29.432055,-98.469971,78202
MIDDLE,BOWIE 6TH GRADE CAMPUS,AMARILLO ISD,35.1,C-,POTTER,480813013083,35.196899,-101.802805,79104
ELEMENTARY,BOWIE EL,HARLINGEN CISD,72.5,A,CAMERON,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,RICHARDSON ISD,71,A,DALLAS,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,CORSICANA ISD,44.1,C,NAVARRO,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,LUBBOCK ISD,40,D+,LUBBOCK,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,ABILENE ISD,39.6,D+,TAYLOR,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,SAN MARCOS CISD,36,D,HAYS,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,LAMAR CISD,35.9,D,FORT BEND,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,GREENVILLE ISD,35.5,D,HUNT,480744000014,32.424005,-99.743407,79602
ELEMENTARY,BOWIE EL,SAN ANGELO ISD,27.3,F,TOM GREEN,480744000014,32.424005,-99.743407,79602
HIGH,BOWIE H S,AUSTIN ISD,79.5,A,TRAVIS,480870021493,32.663136,-97.073361,76018
HIGH,BOWIE H S,BOWIE ISD,63.9,B+,MONTAGUE,480870021493,32.663136,-97.073361,76018
HIGH,BOWIE H S,ARLINGTON ISD,51.7,C,TARRANT,480870021493,32.663136,-97.073361,76018
HIGH,BOWIE H S,EL PASO ISD,43.4,D+,EL PASO,480870021493,32.663136,-97.073361,76018
ELEMENTARY,BOWIE INT,BOWIE ISD,38.5,D+,MONTAGUE,481099009664,33.556779,-97.840584,76230
MIDDLE,BOWIE J H,BOWIE ISD,34.1,D+,MONTAGUE,481099000564,33.557674,-97.841507,76230
MIDDLE,BOWIE MIDDLE,AMARILLO ISD,47.6,B-,POTTER,480813000148,35.197975,-101.803873,79104
MIDDLE,BOWIE MIDDLE,IRVING ISD,32,D,DALLAS,480813000148,35.197975,-101.803873,79104
MIDDLE,BOWIE MIDDLE,ECTOR COUNTY ISD,20.5,F,ECTOR,480813000148,35.197975,-101.803873,79104
MIDDLE,BOWMAN MIDDLE,PLANO ISD,47.8,B-,COLLIN,483510003957,33.031929,-96.683031,75074
HIGH,BOYD H S,BOYD ISD,52.4,C+,WISE,481101000569,33.073983,-97.575767,76023
ELEMENTARY,BOYD INT,BOYD ISD,32.8,D-,WISE,481101006514,33.074931,-97.571921,76023
MIDDLE,BOYD MIDDLE,BOYD ISD,25.4,D-,WISE,481101005412,33.074415,-97.570468,76023
ELEMENTARY,BOZMAN INT,CONROE ISD,51.2,B-,MONTGOMERY,481500012069,30.330573,-95.421409,77303
HIGH,BRACKENRIDGE H S,SAN ANTONIO ISD,43.6,D+,BEXAR,483873004407,29.405273,-98.487756,78210
HIGH,BRACKETT H S,BRACKETT ISD,75.7,A,KINNEY,481107000572,29.315253,-100.413387,78832
MIDDLE,BRACKETT J H,BRACKETT ISD,48.4,B-,KINNEY,481107001638,29.316191,-100.412697,78832
ELEMENTARY,BRADFIELD EL,HIGHLAND PARK ISD,76.9,A+,DALLAS,482034002010,32.922115,-96.690062,75042
ELEMENTARY,BRADFIELD EL,GARLAND ISD,54.6,B,DALLAS,482034002010,32.922115,-96.690062,75042
ELEMENTARY,BRADFORD EL,IOWA PARK CISD,61.6,B+,WICHITA,482426002702,33.942738,-98.661768,76367
ELEMENTARY,BRADFORD EL,SAN ANGELO ISD,32.7,D-,TOM GREEN,482426002702,33.942738,-98.661768,76367
ELEMENTARY,BRADLEY EL,EL PASO ISD,55.9,B,EL PASO,481500013352,30.134084,-95.376536,77386
ELEMENTARY,BRADLEY EL,CONROE ISD,47,C+,MONTGOMERY,481500013352,30.134084,-95.376536,77386
MIDDLE,BRADLEY MIDDLE,NORTH EAST ISD,56.3,B+,BEXAR,483294005783,29.577461,-98.467586,78232
ELEMENTARY,BRADY EL,BRADY ISD,44.3,C,MCCULLOCH,481111000576,31.110746,-99.339622,76825
HIGH,BRADY H S,BRADY ISD,53.9,C+,MCCULLOCH,481111000574,31.107177,-99.338785,76825
MIDDLE,BRADY MIDDLE,BRADY ISD,56.9,B+,MCCULLOCH,481111000575,31.104866,-99.340086,76825
ELEMENTARY,BRAEBURN EL,HOUSTON ISD,44.2,C,HARRIS,482364002405,29.695735,-95.487223,77081
ELEMENTARY,BRAMLETTE STEAM ACADEMY,LONGVIEW ISD,48.6,C+,GREGG,482811013615,32.512914,-94.7408,75601
HIGH,BRANDEIS H S,NORTHSIDE ISD,65.1,B+,BEXAR,483312011431,29.56372,-98.646331,78249
ELEMENTARY,BRANDENBURG EL,IRVING ISD,43.6,C,DALLAS,482442002717,32.845193,-96.965235,75062
ELEMENTARY,BRANDON EL,LUFKIN ISD,44.6,C,ANGELINA,482855007765,31.360174,-94.73209,75904
ELEMENTARY,BRANSFORD EL,GRAPEVINE-COLLEYVILLE ISD,68.1,A-,TARRANT,482166005405,32.880176,-97.159556,76034
ELEMENTARY,BRANSOM EL,BURLESON ISD,46.9,C+,JOHNSON,481218009319,32.528185,-97.303475,76028
ELEMENTARY,BRAUCHLE EL,NORTHSIDE ISD,56.2,B,BEXAR,483312006891,29.523739,-98.684445,78250
ELEMENTARY,BRAUN STATION EL,NORTHSIDE ISD,51.1,B-,BEXAR,483312005785,29.524646,-98.664176,78254
ELEMENTARY,BRAY EL,CEDAR HILL ISD,36.7,D,DALLAS,481323000822,32.592451,-96.957663,75104
ELEMENTARY,BRAZOS BEND EL,FORT BEND ISD,70.1,A,FORT BEND,481965007607,29.59301,-95.692191,77479
ELEMENTARY,BRAZOS EL,BRAZOS ISD,40.6,C-,AUSTIN,484447005077,29.609327,-95.968108,77464
HIGH,BRAZOS H S,BRAZOS ISD,47.1,C-,AUSTIN,484428009344,31.56974,-97.182231,76708
MIDDLE,BRAZOS MIDDLE,BRAZOS ISD,54.6,B+,AUSTIN,484447005076,29.615849,-96.03458,77485
HIGH,BRAZOSPORT H S,BRAZOSPORT ISD,33,F,BRAZORIA,481119000582,28.959576,-95.372837,77541
HIGH,BRAZOSWOOD H S,BRAZOSPORT ISD,43.1,D+,BRAZORIA,481119000584,29.026456,-95.415381,77531
HIGH,BRECKENRIDGE H S,BRECKENRIDGE ISD,44.7,D+,STEPHENS,481122000595,32.758783,-98.908165,76424
MIDDLE,BRECKENRIDGE J H,BRECKENRIDGE ISD,35.8,C-,STEPHENS,481122000596,32.758783,-98.908185,76424
ELEMENTARY,BREEDEN EL,BROWNSVILLE ISD,72.8,A,CAMERON,481168012238,25.967745,-97.467882,78521
ELEMENTARY,BREMOND EL,BREMOND ISD,50.7,B-,ROBERTSON,481125000600,31.170226,-96.681357,76629
HIGH,BREMOND H S,BREMOND ISD,56.7,B-,ROBERTSON,481125000601,31.170247,-96.681388,76629
MIDDLE,BREMOND MIDDLE,BREMOND ISD,41.8,C+,ROBERTSON,481125006827,31.170247,-96.681405,76629
ELEMENTARY,BRENHAM EL,BRENHAM ISD,40.4,C-,WASHINGTON,481128000603,30.178267,-96.413409,77833
HIGH,BRENHAM H S,BRENHAM ISD,46,C-,WASHINGTON,481128000604,30.182198,-96.39601,77833
MIDDLE,BRENHAM J H,BRENHAM ISD,47.6,B-,WASHINGTON,481128007747,30.157434,-96.382783,77833
ELEMENTARY,BRENHAM MIDDLE,BRENHAM ISD,39.6,D+,WASHINGTON,481128000605,30.158621,-96.376031,77833
