site_autoid,Longitude,Latitude,UTC,Parameter,Unit,Value,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
1222,-106.584702,35.1353,2019-06-17T22:00,OZONE,PPB,,61,2,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
1223,-106.584702,35.1353,2019-06-17T22:00,PM2.5,UG/M3,,25,1,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
1224,-106.5839,31.7961,2019-06-17T22:00,OZONE,PPB,,46,1,Desert View,New Mexico Air Quality Bureau,350130021,840350130021
1225,-106.5483,35.2994,2019-06-17T22:00,OZONE,PPB,,54,2,Bernalillo,New Mexico Air Quality Bureau,350431001,840350431001
1226,-106.524292,35.338407,2019-06-17T22:00,OZONE,PPB,,54,2,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
1227,-106.524292,35.338407,2019-06-17T22:00,PM2.5,UG/M3,,25,1,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
1228,-106.5077,35.185,2019-06-17T22:00,OZONE,PPB,,67,2,Tramway,Albuquerque Environmental Health Department,350011012,840350011012
1229,-106.501111,31.768056,2019-06-17T22:00,OZONE,PPB,,44,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
1230,-106.501111,31.768056,2019-06-17T22:00,PM2.5,UG/M3,,28,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
1231,-106.455,31.7656,2019-06-17T22:00,OZONE,PPB,,47,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
1232,-106.455,31.7656,2019-06-17T22:00,PM2.5,UG/M3,,17,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
1233,-106.425556,31.893889,2019-06-17T22:00,OZONE,PPB,,47,1,Skyline Park C72,Texas Commission on Environmental Quality,481410058,840481410058
1234,-106.4092,32.0411,2019-06-17T22:00,OZONE,PPB,,49,1,Chaparral,New Mexico Air Quality Bureau,350130020,840350130020
1235,-106.402802,31.7467,2019-06-17T22:00,OZONE,PPB,,42,1,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,481410055,840481410055
1236,-106.402802,31.7467,2019-06-17T22:00,PM2.5,UG/M3,,29,1,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,481410055,840481410055
1237,-106.3242,31.7864,2019-06-17T22:00,OZONE,PPB,,45,1,Ivanhoe C414,Texas Commission on Environmental Quality,481410029,840481410029
1238,-106.28774,31.66752,2019-06-17T22:00,OZONE,PPB,,46,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
1239,-106.28774,31.66752,2019-06-17T22:00,PM2.5,UG/M3,,21,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
1240,-106.0797,35.6198,2019-06-17T22:00,OZONE,PPB,,61,2,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
1241,-106.0797,35.6198,2019-06-17T22:00,PM2.5,UG/M3,,21,1,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
1242,-105.5833,36.3833,2019-06-17T22:00,PM2.5,UG/M3,,4,1,Taos Fire Station,New Mexico Air Quality Bureau,350550005,840350550005
1243,-104.2622,32.38,2019-06-17T22:00,OZONE,PPB,,84,2,Carlsbad,New Mexico Air Quality Bureau,350151005,840350151005
1244,-103.178101,29.3025,2019-06-17T22:00,OZONE,PPB,,39,1,Big Bend  NP,National Park Service,480430101,840480430101
1245,-103.1233,32.7267,2019-06-17T22:00,PM2.5,UG/M3,,60,2,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
1246,-103.1233,32.7267,2019-06-17T22:00,OZONE,PPB,,58,2,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
1247,-102.334756,31.870253,2019-06-17T22:00,PM2.5,UG/M3,,40,1,Odessa Gonzales C1014,Texas Commission on Environmental Quality,481351014,840481351014
1248,-101.9083,35.2006,2019-06-17T22:00,PM2.5,UG/M3,,12,1,Amarillo Texas A&M C320,Texas Commission on Environmental Quality,483750320,840483750320
1249,-101.78698,33.5853,2019-06-17T22:00,PM2.5,UG/M3,,24,1,Lubbock 12th Street,Texas Commission on Environmental Quality,483031028,840483031028
1250,-101.6649,34.8803,2019-06-17T22:00,OZONE,PPB,,64,2,Palo Duro,EPA Office of Atmospheric Programs,483819991,840483819991
1251,-100.451155,28.704607,2019-06-17T22:00,PM2.5,UG/M3,,52,2,Eagle Pass C319,Texas Commission on Environmental Quality,483230004,840483230004
1252,-99.5333,27.5994,2019-06-17T22:00,PM2.5,UG/M3,,47,1,Laredo C313,Texas Commission on Environmental Quality,484790313,840484790313
1253,-98.9353,36.1589,2019-06-17T22:00,OZONE,PPB,,48,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
1254,-98.9353,36.1589,2019-06-17T22:00,PM2.5,UG/M3,,19,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
1255,-98.620003,29.514999,2019-06-17T22:00,OZONE,PPB,,54,2,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1256,-98.620003,29.514999,2019-06-17T22:00,PM2.5,UG/M3,,12,1,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1257,-98.580505,29.423933,2019-06-17T22:00,PM2.5,UG/M3,,20,1,San Antonio Old Hwy90 C677,Texas Commission on Environmental Quality,480290677,840480290677
1258,-98.565002,29.6322,2019-06-17T22:00,OZONE,PPB,,48,1,Camp Bullis C58,Texas Commission on Environmental Quality,480290052,840480290052
1259,-98.551396,29.332803,2019-06-17T22:00,PM2.5,UG/M3,,21,1,San Antonio Palo Alto C676,Texas Commission on Environmental Quality,480290676,840480290676
1260,-98.428802,34.632999,2019-06-17T22:00,OZONE,PPB,,71,2,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1261,-98.428802,34.632999,2019-06-17T22:00,PM2.5,UG/M3,,18,1,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1262,-98.39139,29.5294,2019-06-17T22:00,PM2.5,UG/M3,,17,1,San Antonio IH35 C1069,Texas Commission on Environmental Quality,480291069,840480291069
1263,-98.311699,29.275299,2019-06-17T22:00,OZONE,PPB,,50,1,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1264,-98.311699,29.275299,2019-06-17T22:00,PM2.5,UG/M3,,13,1,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1265,-98.29107,26.226226,2019-06-17T22:00,PM2.5,UG/M3,,51,2,Mission C43,Texas Commission on Environmental Quality,482150043,840482150043
1266,-97.9058,32.8686,2019-06-17T22:00,OZONE,PPB,,48,1,Parker County C76,Texas Commission on Environmental Quality,483670081,840483670081
1267,-97.8723,30.483168,2019-06-17T22:00,OZONE,PPB,,46,1,Audubon C38,Texas Commission on Environmental Quality,484530020,840484530020
1268,-97.8033,32.4419,2019-06-17T22:00,OZONE,PPB,,54,2,Granbury C73,Texas Commission on Environmental Quality,482210001,840482210001
1269,-97.760002,30.3542,2019-06-17T22:00,OZONE,PPB,,50,1,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1270,-97.760002,30.3542,2019-06-17T22:00,PM2.5,UG/M3,,13,1,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1271,-97.7508,35.4794,2019-06-17T22:00,OZONE,PPB,,51,2,Yukon,Oklahoma Department of Environmental Quality,400170101,840400170101
1272,-97.7131,30.2633,2019-06-17T22:00,PM2.5,UG/M3,,34,1,Austin Webberville Road C171,Texas Commission on Environmental Quality,484530021,840484530021
1273,-97.712501,26.200278,2019-06-17T22:00,OZONE,PPB,,25,1,Harlingen Teege C1023,Texas Commission on Environmental Quality,480611023,840480611023
1274,-97.69166,30.35386,2019-06-17T22:00,PM2.5,UG/M3,,33,1,Austin North Interstate 35 C1068,Texas Commission on Environmental Quality,484531068,840484531068
1275,-97.679734,31.088002,2019-06-17T22:00,OZONE,PPB,,44,1,Killeen C1047,Texas Commission on Environmental Quality,480271047,840480271047
1276,-97.577674,35.502968,2019-06-17T22:00,PM2.5,UG/M3,,18,1,Near Road OKC,Oklahoma Department of Environmental Quality,401090097,840401090097
1277,-97.5558,27.8333,2019-06-17T22:00,OZONE,PPB,,47,1,Corpus Christi Tuloso C21,Texas Commission on Environmental Quality,483550026,840483550026
1278,-97.4936,25.8925,2019-06-17T22:00,PM2.5,UG/M3,,31,1,Brownsville C80,Texas Commission on Environmental Quality,480610006,840480610006
1279,-97.4883,35.32,2019-06-17T22:00,OZONE,PPB,,61,2,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1280,-97.4883,35.32,2019-06-17T22:00,PM2.5,UG/M3,,18,1,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1281,-97.4764,32.9881,2019-06-17T22:00,OZONE,PPB,,61,2,Eagle Mountain Lake C75,Texas Commission on Environmental Quality,484390075,840484390075
1282,-97.474197,34.256901,2019-06-17T22:00,OZONE,PPB,,67,2,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1283,-97.474197,34.256901,2019-06-17T22:00,PM2.5,UG/M3,,17,1,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1284,-97.472198,35.612801,2019-06-17T22:00,OZONE,PPB,,54,2,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1285,-97.472198,35.612801,2019-06-17T22:00,PM2.5,UG/M3,,17,1,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1286,-97.4657,27.811814,2019-06-17T22:00,PM2.5,UG/M3,,15,1,Corpus Christi Dona Park C635,Texas Commission on Environmental Quality,483550034,840483550034
1287,-97.436748,32.353593,2019-06-17T22:00,OZONE,PPB,,101,3,Cleburne Airport C77,Texas Commission on Environmental Quality,482510003,840482510003
1288,-97.434247,27.765335,2019-06-17T22:00,OZONE,PPB,,47,1,Corpus Christi West C4,Texas Commission on Environmental Quality,483550025,840483550025
1289,-97.4314,27.8042,2019-06-17T22:00,PM2.5,UG/M3,,9,1,Corpus Christi Huisache C98,Texas Commission on Environmental Quality,483550032,840483550032
1290,-97.431158,31.122527,2019-06-17T22:00,OZONE,PPB,,49,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1291,-97.431158,31.122527,2019-06-17T22:00,PM2.5,UG/M3,,26,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1292,-97.356567,32.805818,2019-06-17T22:00,OZONE,PPB,,74,2,Ft. Worth Northwest C13,Texas Commission on Environmental Quality,484391002,840484391002
1293,-97.3414,32.7592,2019-06-17T22:00,PM2.5,UG/M3,,23,1,Haws Athletic Center C310,Texas Commission on Environmental Quality,484391006,840484391006
1294,-97.3022,35.4778,2019-06-17T22:00,OZONE,PPB,,45,1,Choctaw,Oklahoma Department of Environmental Quality,401090096,840401090096
1295,-97.2986,27.4269,2019-06-17T22:00,PM2.5,UG/M3,,25,1,Corpus Christi - National Seashore C314,Texas Commission on Environmental Quality,482730314,840482730314
1296,-97.282088,32.922498,2019-06-17T22:00,OZONE,PPB,,61,2,Keller C17,Texas Commission on Environmental Quality,484392003,840484392003
1297,-97.1933,33.1944,2019-06-17T22:00,OZONE,PPB,,48,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1298,-97.1933,33.1944,2019-06-17T22:00,PM2.5,UG/M3,,23,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1299,-97.1667,26.0733,2019-06-17T22:00,PM2.5,UG/M3,,34,1,Isla Blanca C323/C667,Texas Commission on Environmental Quality,480612004,840480612004
1300,-97.0886,32.6558,2019-06-17T22:00,OZONE,PPB,,108,3,Arlington Municipal Airport C61,Texas Commission on Environmental Quality,484393011,840484393011
1301,-97.081278,36.697189,2019-06-17T22:00,PM2.5,UG/M3,,12,1,Ponca City,Oklahoma Department of Environmental Quality,400710604,840400710604
1302,-97.0706,31.6531,2019-06-17T22:00,OZONE,PPB,,46,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1303,-97.0706,31.6531,2019-06-17T22:00,PM2.5,UG/M3,,20,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1304,-97.063705,32.98426,2019-06-17T22:00,OZONE,PPB,,54,2,Grapevine Fairway C70,Texas Commission on Environmental Quality,484393009,840484393009
1305,-97.026922,32.482081,2019-06-17T22:00,OZONE,PPB,,97,2,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1306,-97.026922,32.482081,2019-06-17T22:00,PM2.5,UG/M3,,27,1,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1307,-97.0056,28.8358,2019-06-17T22:00,OZONE,PPB,,58,2,Victoria C87,Texas Commission on Environmental Quality,484690003,840484690003
1308,-96.9437,33.4107,2019-06-17T22:00,OZONE,PPB,,46,1,Pilot Point C1032,Texas Commission on Environmental Quality,481211032,840481211032
1309,-96.8717,32.6767,2019-06-17T22:00,OZONE,PPB,,122,3,Dallas Redbird Airport C402,Texas Commission on Environmental Quality,481130087,840481130087
1310,-96.8711,32.1772,2019-06-17T22:00,OZONE,PPB,,41,1,Italy C1044,Texas Commission on Environmental Quality,481391044,840481391044
1311,-96.86,32.82,2019-06-17T22:00,OZONE,PPB,,90,2,Dallas Hinton St. C401/C161 [E],Texas Commission on Environmental Quality,481130069,840481130069
1312,-96.808498,32.919206,2019-06-17T22:00,OZONE,PPB,,71,2,Dallas North C63,Texas Commission on Environmental Quality,481130075,840481130075
1313,-96.7861,33.1325,2019-06-17T22:00,OZONE,PPB,,47,1,Frisco C31,Texas Commission on Environmental Quality,480850005,840480850005
1314,-96.4592,32.9361,2019-06-17T22:00,OZONE,PPB,,43,1,Rockwall Heath C69,Texas Commission on Environmental Quality,483970001,840483970001
1315,-96.3608,36.1053,2019-06-17T22:00,OZONE,PPB,,43,1,Mannford,Oklahoma Department of Environmental Quality,400370144,840400370144
1316,-96.3175,32.565,2019-06-17T22:00,OZONE,PPB,,58,2,Kaufman C71,Texas Commission on Environmental Quality,482570005,840482570005
1317,-96.3175,32.565,2019-06-17T22:00,PM2.5,UG/M3,,23,1,Kaufman C71,Texas Commission on Environmental Quality,482570005,840482570005
1318,-96.115561,33.153077,2019-06-17T22:00,OZONE,PPB,,44,1,Greenville C1006/198,Texas Commission on Environmental Quality,482311006,840482311006
1319,-96.01243,36.35586,2019-06-17T22:00,OZONE,PPB,,45,1,Skiatook,Oklahoma Department of Environmental Quality,401130226,840401130226
1320,-96.0033,35.9525,2019-06-17T22:00,OZONE,PPB,,48,1,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
1321,-96.0033,35.9525,2019-06-17T22:00,PM2.5,UG/M3,,20,1,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
1322,-95.976402,36.206699,2019-06-17T22:00,OZONE,PPB,,50,1,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
1323,-95.976402,36.206699,2019-06-17T22:00,PM2.5,UG/M3,,18,1,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
1324,-95.794128,34.906082,2019-06-17T22:00,OZONE,PPB,,44,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
1325,-95.794128,34.906082,2019-06-17T22:00,PM2.5,UG/M3,,18,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
1326,-95.7636,36.1336,2019-06-17T22:00,OZONE,PPB,,47,1,Lynn Lane,Oklahoma Department of Environmental Quality,401430178,840401430178
1327,-95.6739,30.0394,2019-06-17T22:00,OZONE,PPB,,49,1,Northwest Harris Co. C26/C110/C154,Texas Commission on Environmental Quality,482010029,840482010029
1328,-95.6358,29.7233,2019-06-17T22:00,OZONE,PPB,,54,2,Houston Westhollow C410,Texas Commission on Environmental Quality,482010066,840482010066
1329,-95.4992,29.6958,2019-06-17T22:00,OZONE,PPB,,100,2,Houston Bayland Park C53/C146/C181,Texas Commission on Environmental Quality,482010055,840482010055
1330,-95.4892,29.8342,2019-06-17T22:00,OZONE,PPB,,101,3,Lang C408,Texas Commission on Environmental Quality,482010047,840482010047
1331,-95.4742,29.6239,2019-06-17T22:00,OZONE,PPB,,74,2,Houston Croquet C409,Texas Commission on Environmental Quality,482010051,840482010051
1332,-95.4736,29.0436,2019-06-17T22:00,OZONE,PPB,,45,1,Lake Jackson C1016,Texas Commission on Environmental Quality,480391016,840480391016
1333,-95.425,30.3503,2019-06-17T22:00,OZONE,PPB,,67,2,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
1334,-95.425,30.3503,2019-06-17T22:00,PM2.5,UG/M3,,19,1,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
1335,-95.415751,32.344008,2019-06-17T22:00,OZONE,PPB,,44,1,Tyler Airport Relocated C82,Texas Commission on Environmental Quality,484230007,840484230007
1336,-95.3925,29.5203,2019-06-17T22:00,OZONE,PPB,,50,1,Manvel Croix Park C84,Texas Commission on Environmental Quality,480391004,840480391004
1337,-95.3261,29.9011,2019-06-17T22:00,OZONE,PPB,,133,3,Houston Aldine C8,Texas Commission on Environmental Quality,482010024,840482010024
1338,-95.294724,29.68639,2019-06-17T22:00,OZONE,PPB,,77,2,Houston Park Place C416,Texas Commission on Environmental Quality,482010416,840482010416
1339,-95.2842,29.8281,2019-06-17T22:00,OZONE,PPB,,108,3,Houston North Wayside C405,Texas Commission on Environmental Quality,482010046,840482010046
1340,-95.2672,29.6256,2019-06-17T22:00,OZONE,PPB,,50,1,Houston Monroe C406,Texas Commission on Environmental Quality,482010062,840482010062
1341,-95.2575,29.7339,2019-06-17T22:00,OZONE,PPB,,74,2,Clinton C403,Texas Commission on Environmental Quality,482011035,840482011035
1342,-95.2575,29.7339,2019-06-17T22:00,PM2.5,UG/M3,,44,1,Clinton C403,Texas Commission on Environmental Quality,482011035,840482011035
1343,-95.25,36.228298,2019-06-17T22:00,OZONE,PPB,,34,1,PRYOR,Cherokee Nation,400979014,840400979014
1344,-95.2206,29.7681,2019-06-17T22:00,OZONE,PPB,,108,3,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
1345,-95.2206,29.7681,2019-06-17T22:00,PM2.5,UG/M3,,49,1,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
1346,-95.128508,29.670025,2019-06-17T22:00,OZONE,PPB,,74,2,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
1347,-95.128508,29.670025,2019-06-17T22:00,PM2.5,UG/M3,,15,1,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
1348,-95.1256,29.8025,2019-06-17T22:00,OZONE,PPB,,112,3,Channelview C15,Texas Commission on Environmental Quality,482010026,840482010026
1349,-95.0781,29.7644,2019-06-17T22:00,OZONE,PPB,,105,3,Lynchburg Ferry C1015,Texas Commission on Environmental Quality,482011015,840482011015
1350,-95.0311,29.7708,2019-06-17T22:00,PM2.5,UG/M3,,43,1,Baytown C148,Texas Commission on Environmental Quality,482010058,840482010058
1351,-95.0156,29.5831,2019-06-17T22:00,OZONE,PPB,,64,2,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
1352,-95.0156,29.5831,2019-06-17T22:00,PM2.5,UG/M3,,19,1,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
1353,-94.983786,29.823319,2019-06-17T22:00,OZONE,PPB,,101,3,Baytown Garth C1017,Texas Commission on Environmental Quality,482011017,840482011017
1354,-94.8564,29.2631,2019-06-17T22:00,OZONE,PPB,,46,1,Galveston Airport C1034,Texas Commission on Environmental Quality,481671034,840481671034
1355,-94.711811,32.378682,2019-06-17T22:00,OZONE,PPB,,42,1,Longview C19/C127,Texas Commission on Environmental Quality,481830001,840481830001
1356,-94.6739,30.6681,2019-06-17T22:00,OZONE,PPB,,34,1,Alabama-Coushatta,EPA Office of Atmospheric Programs,483739991,840483739991
1357,-94.669701,35.750599,2019-06-17T22:00,OZONE,PPB,,42,1,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
1358,-94.669701,35.750599,2019-06-17T22:00,PM2.5,UG/M3,,1,1,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
1359,-94.524414,35.408138,2019-06-17T22:00,OZONE,PPB,,41,1,ROLAND,Cherokee Nation,401359021,840401359021
1360,-94.524414,35.408138,2019-06-17T22:00,PM2.5,UG/M3,,-999,0,ROLAND,Cherokee Nation,401359021,840401359021
1361,-94.3178,29.863952,2019-06-17T22:00,OZONE,PPB,,37,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
1362,-94.3178,29.863952,2019-06-17T22:00,PM2.5,UG/M3,,13,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
1363,-94.1681,32.6706,2019-06-17T22:00,OZONE,PPB,,45,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
1364,-94.1681,32.6706,2019-06-17T22:00,PM2.5,UG/M3,,35,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
1365,-94.167436,36.011703,2019-06-17T22:00,OZONE,PPB,,41,1,Fayetteville,Arkansas Department of Environmental Quality,51430006,840051430006
1366,-94.1433,34.4544,2019-06-17T22:00,OZONE,PPB,,33,1,EAGLEMT,Arkansas Department of Environmental Quality,51130003,840051130003
1367,-94.1167,36.1797,2019-06-17T22:00,OZONE,PPB,,45,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
1368,-94.1167,36.1797,2019-06-17T22:00,PM2.5,UG/M3,,29,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
1369,-94.075671,33.435489,2019-06-17T22:00,PM2.5,UG/M3,,22,1,Texarkana New Boston,Texas Commission on Environmental Quality,480371031,840480371031
1370,-94.0747,30.0394,2019-06-17T22:00,OZONE,PPB,,31,1,Beaumont C2/C112,Texas Commission on Environmental Quality,482450009,840482450009
1371,-94.0111,29.9786,2019-06-17T22:00,OZONE,PPB,,31,1,Nederland C1035,Texas Commission on Environmental Quality,482451035,840482451035
1372,-94.0006,29.9425,2019-06-17T22:00,OZONE,PPB,,38,1,SETRPC 43 Jefferson Co Airport C643,Texas Commission on Environmental Quality,482450102,840482450102
1373,-93.9875,29.8942,2019-06-17T22:00,OZONE,PPB,,34,1,Port Arthur West C28/C128/C228,Texas Commission on Environmental Quality,482450011,840482450011
1374,-93.955,29.865,2019-06-17T22:00,OZONE,PPB,,40,1,SETRPC Port Arthur C628,Texas Commission on Environmental Quality,482450628,840482450628
1375,-93.9139,29.9219,2019-06-17T22:00,PM2.5,UG/M3,,10,1,Thomas Jefferson School C303,Texas Commission on Environmental Quality,482450021,840482450021
1376,-93.8969,29.7181,2019-06-17T22:00,OZONE,PPB,,36,1,SETRPC 40 Sabine Pass C640,Texas Commission on Environmental Quality,482450101,840482450101
1377,-93.8731,30.18,2019-06-17T22:00,OZONE,PPB,,34,1,SETRPC Mauriceville 42 C642,Texas Commission on Environmental Quality,483611100,840483611100
1378,-93.8731,30.18,2019-06-17T22:00,PM2.5,UG/M3,,10,1,SETRPC Mauriceville 42 C642,Texas Commission on Environmental Quality,483611100,840483611100
1379,-93.8617,32.6833,2019-06-17T22:00,OZONE,PPB,,44,1,Dixie,Louisiana Department of Environmental Quality,220170001,840220170001
1380,-93.7617,30.0844,2019-06-17T22:00,OZONE,PPB,,36,1,West Orange C9/C141,Texas Commission on Environmental Quality,483611001,840483611001
1381,-93.7492,32.5364,2019-06-17T22:00,OZONE,PPB,,38,1,Shreveport Airport,Louisiana Department of Environmental Quality,220150008,840220150008
1382,-93.7492,32.5364,2019-06-17T22:00,PM2.5,UG/M3,,16,1,Shreveport Airport,Louisiana Department of Environmental Quality,220150008,840220150008
1383,-93.5797,30.2278,2019-06-17T22:00,OZONE,PPB,,38,1,Vinton,Louisiana Department of Environmental Quality,220190009,840220190009
1384,-93.3719,30.1433,2019-06-17T22:00,OZONE,PPB,,33,1,Carlyss,Louisiana Department of Environmental Quality,220190002,840220190002
1385,-106.7669,32.3169,2019-06-17T23:00,OZONE,PPB,,48,1,Solano Drive,New Mexico Air Quality Bureau,350130023,840350130023
1386,-106.751211,32.310332,2019-06-17T23:00,PM2.5,UG/M3,,10,1,Las Cruces ED,New Mexico Air Quality Bureau,350130025,840350130025
1387,-106.7397,34.8147,2019-06-17T23:00,OZONE,PPB,,58,2,2LL Los Lunas,New Mexico Air Quality Bureau,350610008,840350610008
1388,-106.698378,36.187733,2019-06-17T23:00,OZONE,PPB,,45,1,Coyote Ranger District,New Mexico Air Quality Bureau,350390026,840350390026
1389,-106.6828,31.7878,2019-06-17T23:00,OZONE,PPB,,40,1,Santa Teresa,New Mexico Air Quality Bureau,350130022,840350130022
1390,-106.6828,31.7878,2019-06-17T23:00,PM2.5,UG/M3,,29,1,Santa Teresa,New Mexico Air Quality Bureau,350130022,840350130022
1391,-106.651901,35.0186,2019-06-17T23:00,OZONE,PPB,,51,2,South Valley,Albuquerque Environmental Health Department,350010029,840350010029
1392,-106.651901,35.0186,2019-06-17T23:00,PM2.5,UG/M3,,25,1,South Valley,Albuquerque Environmental Health Department,350010029,840350010029
1393,-106.6306,31.9306,2019-06-17T23:00,OZONE,PPB,,43,1,La Union,New Mexico Air Quality Bureau,350130008,840350130008
1394,-106.6044,35.1441,2019-06-17T23:00,PM2.5,UG/M3,,25,1,Jefferson,Albuquerque Environmental Health Department,350010026,840350010026
1395,-106.5992,32.0036,2019-06-17T23:00,PM2.5,UG/M3,,38,1,Anthony,New Mexico Air Quality Bureau,350130016,840350130016
1396,-106.584702,35.1353,2019-06-17T23:00,OZONE,PPB,,61,2,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
1397,-106.584702,35.1353,2019-06-17T23:00,PM2.5,UG/M3,,23,1,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
1398,-106.5839,31.7961,2019-06-17T23:00,OZONE,PPB,,45,1,Desert View,New Mexico Air Quality Bureau,350130021,840350130021
1399,-106.5483,35.2994,2019-06-17T23:00,OZONE,PPB,,50,1,Bernalillo,New Mexico Air Quality Bureau,350431001,840350431001
1400,-106.524292,35.338407,2019-06-17T23:00,OZONE,PPB,,50,1,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
1401,-106.524292,35.338407,2019-06-17T23:00,PM2.5,UG/M3,,13,1,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
1402,-106.5077,35.185,2019-06-17T23:00,OZONE,PPB,,64,2,Tramway,Albuquerque Environmental Health Department,350011012,840350011012
1403,-106.501111,31.768056,2019-06-17T23:00,OZONE,PPB,,44,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
1404,-106.501111,31.768056,2019-06-17T23:00,PM2.5,UG/M3,,26,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
1405,-106.455,31.7656,2019-06-17T23:00,OZONE,PPB,,46,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
1406,-106.455,31.7656,2019-06-17T23:00,PM2.5,UG/M3,,17,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
1407,-106.425556,31.893889,2019-06-17T23:00,OZONE,PPB,,46,1,Skyline Park C72,Texas Commission on Environmental Quality,481410058,840481410058
1408,-106.4092,32.0411,2019-06-17T23:00,OZONE,PPB,,48,1,Chaparral,New Mexico Air Quality Bureau,350130020,840350130020
1409,-106.402802,31.7467,2019-06-17T23:00,OZONE,PPB,,42,1,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,481410055,840481410055
1410,-106.402802,31.7467,2019-06-17T23:00,PM2.5,UG/M3,,26,1,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,481410055,840481410055
